name,category
Thassa's Oracle,Alternate win condition|Card advantage|Impulse|Impulse to top|Impulse to zone|Library manipulation|Library size matters|Namesake spell|Peek|Peek library|Scry like|Synergy blue|Synergy mill|Top deck manipulation|Triggered ability
The Aetherspark,Card advantage|Draw|Mana producer|Mana rock|Prevent attack|Pure draw|Ramp|Repeatable draw|Triggered ability
The Autonomous Furnace,Card advantage|Cycle|Cycle land|Cycle mono land|Cycle one colored sphere|Draw|Pure draw|Sacrifice self
The Darkness Crystal,Cost reducer|Cycle|Cycle fin crystal|Hate|Hate graveyard|Lifegain|Mana sink|Reanimate|Reanimate creature|Reanimate from opponent|Recursion|Recursion creature|Synergy black|Theft|Theft creature
The Death of Gwen Stacy,Cycle|Cycle spm saga|Discard|Discard outlet|Hate|Hate graveyard|Life payment|Namesake spell|Opponent loses life|Punisher|Removal|Removal creature|Removal destroy|Spot removal|Sweeper graveyard|Triggered ability
The Dross Pits,Card advantage|Cycle|Cycle land|Cycle mono land|Cycle one colored sphere|Draw|Pure draw|Sacrifice self
The Endstone,Card advantage|Cast trigger|Cast trigger you|Draw|Landfall|Lands matter|Pure draw|Repeatable draw|Triggered ability
The Eternity Elevator,Counters matter|Mana producer|Mana rock|Power matters|Ramp|Tap fuel creature|Tap outlet
The Fair Basilica,Card advantage|Cycle|Cycle land|Cycle mono land|Cycle one colored sphere|Draw|Pure draw|Sacrifice self
The Fire Crystal,Copy|Copy creature|Cost reducer|Cycle|Cycle fin crystal|Delayed triggered ability|Gives haste|Mana sink|Synergy red|Triggered ability
The Grey Havens,Library manipulation|Peek|Peek library|Synergy legendary|Top deck manipulation|Triggered ability
The Haunt of Hightower,Attack trigger|Discard|Discard matters|Evasion|Lifegain|Opponent discard matters|Synergy attacker self|Synergy mill|Triggered ability
The Irencrag,Creaturefall|Indefinite effect|Mana producer|Mana rock|Ramp|Synergy legendary|Triggered ability
The Meathook Massacre,Blood artist ability|Death trigger|Drain life|Group slug|Inverted effects|Leaves battlefield trigger|Lifegain|Opponent loses life|Removal|Removal creature|Removal toughness|Sweeper|Triggered ability
The One Ring,Burst draw|Card advantage|Damage prevention|Damage prevention you|Draw|Fog|Fog selective|Gives evasion|Gives protection|Life for cards|Life payment|Pure draw|Repeatable draw|Triggered ability
The Reaver Cleaver,Combat ramp|Gives trample|Ramp|Repeatable artifact tokens|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Triggered ability
The Red Terror,Synergy red|Triggered ability
The Rollercrusher Ride,Burn|Burn creature|Card types in graveyard matter|Cards in graveyard matter|Damage multiplier|Multi removal|Multiple targets|Removal|Removal burn|Removal creature|Spot removal|Synergy burn|Triggered ability
The Scarab God,Card advantage|Copy|Copy creature|Cycle|Cycle hou god|Death trigger|Death trigger self|Delayed triggered ability|Graveyard fuel|Graveyard fuel creature|Group slug|Hate|Hate graveyard|Leaves battlefield trigger|Library manipulation|Mana sink|Opponent loses life|Peek|Peek library|Recursion|Recursion self|Regrowth self|Repeatable creature tokens|Repeatable crime|Repeatable token generator|Top deck manipulation|Triggered ability|Typal creature|Typal zombie
The Soul Stone,Indefinite effect|Mana producer|Mana rock|Ramp|Reanimate|Reanimate creature|Recursion|Recursion creature|Triggered ability
The Underworld Cookbook,Card advantage|Discard outlet|Egg|Lifegain|Recursion|Recursion creature|Regrowth creature|Repeatable artifact tokens|Repeatable food|Repeatable noncreature tokens|Repeatable token generator|Sacrifice self|Tutored by name
Thermo-Alchemist,Burn|Burn player|Cast trigger|Cast trigger you|Group slug|Pinger|Synergy instant|Synergy sorcery|Triggered ability
Thespian's Stage,Copy|Copy land|Repeatable crime
Thief of Blood,Counter removal|Counters matter|Evasion
Thief of Sanity,Curiosity like|Day zero errata|Evasion|Gives castable from exile|Gives castable from nonhand|Mill|Mill exile|Mill opponent|Theft|Theft cast|Triggered ability
Thieving Amalgam,Death trigger|Drain life|Group slug|Inverted effects|Leaves battlefield trigger|Lifegain|Opponent loses life|Synergy theft|Theft|Triggered ability
Thirst for Discovery,Burst draw|Card advantage|Cares about basic land|Compulsive research|Discard outlet|Discarded type matters|Draw|Hand neutral|Hand positive|Loot
Thirst for Knowledge,Burst draw|Card advantage|Compulsive research|Discard outlet|Discarded type matters|Draw|Hand neutral|Hand positive|Loot|Synergy artifact
Thirsting Bloodlord,Anthem|Cycle|Cycle m20 precon u|Power boost to all|Typal creature|Typal vampire
Thought Courier,Card advantage|Discard outlet|Draw|Loot
Thought Vessel,Hand size increase|Mana producer|Mana rock|Ramp
Thoughtseize,Discard|Life payment|Peek|Peek hand|Single target instant/sorcery|Thoughtseize
Thran Dynamo,Mana producer|Mana rock|Ramp
Thran Turbine,Mana producer|Mana rock|Non mana ability mana|Ramp|Triggered ability|Usg storyline in cards
Three Steps Ahead,Card advantage|Catalog|Copy|Copy artifact|Copy creature|Counterspell|Counterspell with set mechanic|Discard outlet|Draw|Hand neutral|Loot|Multiple targets|Single target instant/sorcery
Three Tree City,Creature count matters|Ramp|Typal choose|Typal creature
Three Tree Mascot,Cda subtype|Changeling|Characteristic defining ability|Mana filter
Threefold Thunderhulk,Attack trigger|Exponential|Mana sink|Multiple bodies|Power matters|Power matters self|Repeatable creature tokens|Repeatable token generator|Sacrifice outlet|Sacrifice outlet artifact|Synergy artifact|Synergy attacker self|Triggered ability
Thrill of Possibility,Card advantage|Discard outlet|Draw|Hand neutral
Thriving Bluff,Color choose land|Cycle|Cycle dual land|Cycle jmp thriving land|Cycle land|Dual land
Thriving Heath,Color choose land|Cycle|Cycle dual land|Cycle jmp thriving land|Cycle land|Dual land
Thriving Moor,Color choose land|Cycle|Cycle dual land|Cycle jmp thriving land|Cycle land|Dual land
Throne of Eldraine,Card advantage|Draw|Mana producer|Mana rock|Pure draw|Ramp|Repeatable draw|Synergy color choose|Synergy monocolor
Throne of the God-Pharaoh,Creature count matters|Group slug|Namesake spell|Opponent loses life|Synergy tapped|Triggered ability
Thunder Magic,Burn|Burn creature|Removal|Removal burn|Removal creature|Single target instant/sorcery|Spot removal
Thunder of Unity,Card advantage|Creaturefall|Cycle|Cycle tdm saga|Delayed triggered ability|Drain life|Draw|Group slug|Hand positive|Inverted effects|Life for cards|Life payment|Lifegain|Opponent loses life|Pure draw|Thingfall|Triggered ability
Thundering Raiju,Attack trigger|Burn|Burn player|Counters matter|Group slug|Synergy attacker self|Synergy aura|Synergy equipment|Synergy modified|Triggered ability
Thunderous Might,Attack trigger|Cycle|Cycle bng devotion x|Synergy attacker|Synergy red|Triggered ability
Tibalt's Trickery,Card advantage|Consult cast|Counterspell|Free cast another|Gives castable from exile|Gives castable from nonhand|Mill|Mill any|Mill opponent|Mill self|Namesake spell|Single target instant/sorcery
"Tibalt, Rakish Instigator",Cycle|Cycle war u planeswalker|Death trigger|Hate|Hate lifegain|Leaves battlefield trigger|Passive ability|Repeatable creature tokens|Repeatable token generator|Triggered ability
Time Sieve,Cycle|Cycle 2xm r two color|Extra turn|Sacrifice outlet|Sacrifice outlet artifact|Synergy artifact
"Timothar, Baron of Bats",Alt commander|Death trigger|Haven|Leaves battlefield trigger|Protects creature|Repeatable creature tokens|Repeatable token generator|Triggered ability|Typal creature|Typal vampire
Tinybones Joins Up,Creaturefall|Cycle|Cycle otj join up|Discard|Legendfall|Mill|Mill any|Mill opponent|Mill self|Multiple targets|Namesake spell|Opponent loses life|Repeatable crime|Synergy legendary|Thingfall|Triggered ability
Tireless Tribe,Armoring|Discard outlet
Tishana's Tidebinder,Counterspell|Counterspell ability|Hate|Hate artifact|Hate planeswalker|Humble|Namesake spell|Prevent activation|Triggered ability
Titan's Strength,Combat trick|Library manipulation|Peek|Peek library|Single target instant/sorcery|Top deck manipulation
Tithe,Catch up|Single target instant/sorcery|Tutor|Tutor land|Tutor land plains|Tutor to|Tutor to hand
Tithe Drinker,Cast trigger|Cast trigger you|Cycle|Cycle dgm c guild ability|Drain life|French vanilla|Inverted effects|Lifegain|Opponent loses life|Triggered ability
"Tivit, Seller of Secrets",Alt commander|Card advantage|Combat ramp|Curiosity|Curiosity like|Cycle|Cycle ncc alt commander|Draw|Evasion|Group slug|Pure draw|Ramp|Repeatable artifact tokens|Repeatable clues|Repeatable draw|Repeatable noncreature tokens|Repeatable token generator|Repeatable treasures|Rhystic|Synergy vote|Triggered ability|Voting
Tocasia's Welcome,Card advantage|Creaturefall|Draw|Namesake spell|Pure draw|Repeatable draw|Thingfall|Triggered ability
Tolarian Winds,Card advantage|Discard outlet|Draw|Hand negative|Usg storyline in cards|Wheel
"Toralf, God of Fury",Bounce self|Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Cycle|Cycle khm m god|Gives tap ability|Mana sink|Namesake spell|Removal|Removal burn|Removal creature|Removal planeswalker|Repeatable removal|Synergy burn|Synergy legendary|Tap fuel creature|Tap outlet|Triggered ability
"Torbran, Thane of Red Fell",Cycle|Cycle eld court leader|Damage increaser|Synergy red
Tormenting Voice,Card advantage|Discard outlet|Draw|Hand neutral
Tormentor's Helm,Burn|Burn player|Hate|Hate blocker|Triggered ability
Tormod's Crypt,Egg|Hate|Hate graveyard|Manaless value|Namesake spell|Sacrifice self|Sweeper graveyard
Torpor Orb,Prevent trigger
Tortured Existence,Card advantage|Discard outlet|Discard outlet creature|Recursion|Recursion creature|Regrowth creature
Toxic Deluge,Life payment|Removal|Removal creature|Removal toughness|Sweeper
"Toxrill, the Corrosive",Card advantage|Death trigger|Draw|Group slug|Leaves battlefield trigger|Offcolor ability|Plunder|Removal|Removal creature|Removal toughness|Repeatable creature tokens|Repeatable draw|Repeatable removal|Repeatable token generator|Sacrifice outlet|Sacrifice outlet creature|Sweeper|Triggered ability|Typal creature|Typal slug
Training Grounds,Cost reducer|Cost reducer activated ability|Synergy activated ability
Tramway Station,Card advantage|Cycle|Cycle dual land|Cycle land|Cycle snc c tapland|Draw|Dual land|Hand neutral|Pure draw|Sacrifice self
Transmogrant's Crown,Card advantage|Death trigger|Draw|Leaves battlefield trigger|Pure draw|Repeatable draw|Triggered ability
Transmutation Font,Card advantage|Discard outlet|Draw|Lifegain|Pure draw|Repeatable artifact tokens|Repeatable blood|Repeatable clues|Repeatable draw|Repeatable food|Repeatable noncreature tokens|Repeatable token generator|Sacrifice outlet|Sacrifice outlet artifact|Sacrifice outlet token|Synergy artifact|Synergy token|Tutor|Tutor artifact|Tutor to|Tutor to battlefield
Treacherous Greed,Burst draw|Card advantage|Cycle|Cycle mkm r 2c noncreature|Drain life|Draw|Group slug|Hand positive|Inverted effects|Lifegain|Opponent loses life|Plunder|Sacrifice outlet|Sacrifice outlet creature
Treasonous Ogre,Attack trigger|Life payment|Ramp|Synergy attacker self|Triggered ability
Treasure Vault,Egg|Mana filter|Mana sink|Mana storage|Ramp|Sacrifice self
Tree of Perdition,Indefinite effect|Toughness matters|Toughness matters self
Tribal Flames,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Cycle|Cycle inv domain spell|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery
Trinisphere,Cost increaser
Troll of Khazad-dûm,Cycle|Cycle ltr landcycler|Evasion|Super menace|Tutor|Tutor land|Tutor land swamp|Tutor to|Tutor to hand
Trouble in Pairs,Attack trigger|Card advantage|Cast trigger|Cast trigger other|Draw|Draw hate|Hate|Hate attacker|Prevent extra turns|Pure draw|Repeatable draw|Triggered ability
Tundra,Cycle|Cycle abu dual land|Cycle dual land|Cycle land|Dual land|Nonbasic basic land type
Tunneling Geopede,Burn|Burn player|Group slug|Landfall|Lands matter|Triggered ability
Turn Inside Out,Combat trick|Death trigger|Delayed triggered ability|Leaves battlefield trigger|Mill|Mill self|Single target instant/sorcery|Triggered ability
Twilight Prophet,Card advantage|Cycle|Cycle rix m monocolor|Drain life|Evasion|Group slug|Inverted effects|Lifegain|Mana value matters|Opponent loses life|Triggered ability
Twin Bolt,Burn|Burn any|Burn battle|Burn creature|Burn planeswalker|Burn player|Multi removal|Multiple targets|Removal|Removal burn|Removal creature|Removal planeswalker|Single target instant/sorcery
Twinferno,Cast trigger|Cast trigger you|Combat trick|Copy|Copy instant|Copy sorcery|Delayed triggered ability|Single target instant/sorcery|Triggered ability
Twinflame Tyrant,Damage multiplier|Evasion
Tyrant's Scorn,Bounce|Cycle|Cycle war u two color spell|Removal|Removal bounce|Removal creature|Removal destroy|Single target instant/sorcery|Spot removal
Tyrite Sanctum,Gives indestructible|Indefinite effect|Indestructible counter|Keyword counter|Protects creature|Repeatable crime|Sacrifice self|Synergy legendary|Typal creature|Typal god
Ultimate Magic: Holy,Castable from exile|Castable from nonhand|Combat trick|Damage prevention|Damage prevention player|Exile self|Fog|Fog selective|Gives indestructible|Protects artifact|Protects creature|Protects enchantment|Protects land|Protects permanent|Protects planeswalker|Synergy exile cast|Unexile
Unbreakable Formation,Combat trick|Gives indestructible|Gives pp counters to all|Power boost to all|Protects creature
Uncharted Haven,Color choose land
Uncivil Unrest,Counters matter|Damage multiplier|Gives haste
Unclaimed Territory,Typal choose|Typal creature
Undead Warchief,Anthem|Cost reducer|Cycle|Cycle scg warchief|Power boost to all|Typal creature|Typal zombie
Undercity Sewers,Cycle|Cycle dual land|Cycle dual surveil land|Cycle land|Dual land|Library manipulation|Mill|Mill self|Nonbasic basic land type|Peek|Peek library|Surveil|Top deck manipulation|Triggered ability
Undercity's Embrace,Lifegain|Power matters|Removal|Removal creature|Removal sacrifice|Single target instant/sorcery|Spot removal
Underground River,Cycle|Cycle dual land|Cycle ice painland|Cycle land|Cycle painland|Dual land|Life payment|Mana ability with extra effect
Underground Sea,Cycle|Cycle abu dual land|Cycle dual land|Cycle land|Dual land|Nonbasic basic land type
Undertaker,Card advantage|Cycle|Cycle mmq c spellshaper|Discard outlet|Recursion|Recursion creature|Regrowth creature
Underworld Breach,Gives castable from graveyard|Gives castable from nonhand|Graveyard fuel|Reanimate|Reanimate cast|Reanimate nonland|Recursion|Triggered ability
Underworld Connections,Card advantage|Cycle|Cycle rtr land aura|Draw|Life for cards|Life payment|Pure draw|Repeatable draw
Unexpected Windfall,Card advantage|Discard outlet|Draw|Hand neutral|Pillage effect|Ramp
Unfulfilled Desires,Card advantage|Discard outlet|Draw|Hand negative|Life for cards|Life payment|Loot
Unholy Grotto,Cycle|Cycle colorless land|Cycle land|Cycle ons typal land|Library manipulation|Recursion|Recursion creature|Restock creature|Restock to top|Top deck manipulation|Typal creature|Typal zombie
Unholy Officiant,Mana sink
Unleash Fury,Power doubler|Power matters|Single target instant/sorcery
Unruly Catapult,Burn|Burn player|Cast trigger|Cast trigger you|Group slug|Pinger|Synergy instant|Synergy sorcery|Triggered ability
Unstable Amulet,Burn|Burn player|Card advantage|Cast trigger|Cast trigger you|Counter fuel energy|Counters matter|Gives castable from exile|Gives castable from nonhand|Group slug|Impulsive draw|Pinger|Repeatable impulsive draw|Synergy exile cast|Synergy graveyard cast|Synergy library cast|Synergy nonhand cast|Triggered ability
